review,sentiment,processed_review
"Every element of this story was so over the top, excessively phony and contrived that it was painful to sit through.  ",0,every element story top excessively phony contrive painful sit
"Her lines seem to have been WRITTEN by a fifteen year old, though they are trying oh so, so hard to sound like how a fifteen year old would really, um, you know, well... talk.  ",0,line seem write fifteen year old though try oh hard sound like fifteen year old would really um know well talk
Perabo has a nice energy level and is obviously very comfortable in front of a camera.  ,1,perabo nice energy level obviously comfortable front camera
There is simply no excuse for something this poorly done.  ,0,simply excuse something poorly do
I saw this movie and I thought this is a stupid movie.  ,0,saw movie think stupid movie
What is even more stupid is that who had thought an idea that there should be a volcano in Los Angeles?  ,0,even stupid think idea volcano los angeles
"To be honest with you, this is unbelievable nonsense and very foolish.  ",0,honest unbelievable nonsense foolish
"In conclusion, I will not bother with this movie because a volcano in Los Angeles is nothing but nonsense.  ",0,conclusion bother movie volcano los angeles nothing nonsense
The story line is just awful!  ,0,story line awful
It's just painful!  ,0,painful
And the accents are absolutely abysmal!  ,0,accent absolutely abysmal
There's also enough hypocrisy in this film to make me vomit.  ,0,there also enough hypocrisy film make vomit
Don't waste your time watching this rubbish non-researched film.  ,0,dont waste time watch rubbish nonresearched film
I believe that Pitch Black was done well.  ,1,believe pitch black do well
"The characters are interesting and you want to find out more about them the longer the movie goes on, and I think people will be surprised by who does and doesn't make it.  ",1,character interest want find longer movie go think people surprise doesnt make
Go watch it!  ,1,go watch
Omit watching this.  ,0,omit watch
VERY funny!  ,1,funny
My rating: just 3 out of 10.  ,0,rating
The characters are interesting and you really care for them.  ,1,character interest really care
"An instant classic, with a great soundtrack and a catchy song during the ending credits.  ",1,instant classic great soundtrack catchy song end credit
Don't miss it.  ,1,dont miss
"This is a masterful piece of film-making, with many themes simmering and occasionally boiling over in this warts and all study of the poet's bohemian, self-indulgent wartime years that span the aerial bombardments of London and the outward tranquillity of a Welsh coastal retreat - the borderlines between friendship, lust and love, dedication to art and experience versus practical concerns, jealousy, rivalry, cowardice and egotism versus heroism and self-sacrifice and more.  ",1,masterful piece filmmaking many theme simmer occasionally boil wart study poet bohemian selfindulgent wartime year span aerial bombardment london outward tranquillity welsh coastal retreat borderline friendship lust love dedication art experience versus practical concern jealousy rivalry cowardice egotism versus heroism selfsacrifice
"A mature, subtle script that suggests and occasionally brings into dramatic focus the underlying tensions is well served by perfect performances (apart from the odd inappropriate smiling that Keira Knightley is prone to, though perhaps under direction this time as the other characters themselves often mention it).  ",1,mature subtle script suggest occasionally brings dramatic focus underlie tension well serve perfect performance apart odd inappropriate smile keira knightley prone though perhaps direction time character often mention
"But above all the exquisite visual composition of each moment, with inventive and elegant use of close-up, camera angle and lighting, including pointillistic faux home movie footage, is a wonder and joy to behold.  ",1,exquisite visual composition moment inventive elegant use closeup camera angle light include pointillistic faux home movie footage wonder joy behold
"It's as continuously beautiful to look at as a Bertolucci, but the relationships here are more convincing and the narrative more engaging than some of that master's work.  ",1,continuously beautiful look bertolucci relationship convince narrative engage master work
The basic premise is wasted since it is sidelined by the inexplicable focus on the documentary crew.  ,0,basic premise waste since sideline inexplicable focus documentary crew
"Regardless, the film fails on most levels.  ",0,regardless film fails level
Avoid at all costs.  ,0,avoid cost
"I saw this film over Christmas, and what a great film it was!  ",1,saw film christmas great film
I thought Errol Flynn was brilliant as Custer and has since become my favourite actor!  ,1,think errol flynn brilliant custer since become favourite actor
His acting alongside Olivia De Havilland was brilliant and the ending was fantastic!  ,1,act alongside olivia de havilland brilliant end fantastic
"I had always known that Errol Flynn was a brilliant actor as he was my dads favourite actor, and I grew up watching his films as a child.  ",1,always know errol flynn brilliant actor dad favourite actor grow watch film child
But it wasn't until I watched this film that I realised how great he actually was.  ,1,wasnt watch film realise great actually
I'll give this film 10 out of 10!  ,1,ill give film
"I know that Jim O'Connor was very energetic and that nobody could be as much as him, but George was well dull.  ",0,know jim oconnor energetic nobody could much george well dull
"He really didn't seem to want to be hosting; his voice-overs were monotonous, didn't get involved with the guests.  ",0,really didnt seem want host voiceovers monotonous didnt get involve guest
"Lovely little thriller from Hitchcock, with lots of nice shenanigans surrounding a murdered spy, a kidnapped child, a nasty church, a foreign plot and some random taxidermists.  ",1,lovely little thriller hitchcock lot nice shenanigan surround murder spy kidnap child nasty church foreign plot random taxidermist
"Jimmy Stewart is as ever a great hero for Hitchcock, the story rips along to its cool climax at an embassy function, but it lacks the brooding menace of Hitchcock's black and white, low-budget original.  ",1,jimmy stewart ever great hero hitchcock story rip along cool climax embassy function lack brood menace hitchcock black white lowbudget original
Nevertheless yet another wonderful film from the great master's stable.  ,1,nevertheless yet another wonderful film great master stable
I have to say that this film was excellently produced and tops the ratings as a typical sci fi film!  ,1,say film excellently produce tops rating typical sci fi film
Excellently produced by one of Sci-fi's best producers Scot Vandiver !  ,1,excellently produce one scifis best producer scot vandiver
"But it is entertaining, nonetheless.  ",1,entertain nonetheless
It's a campy sort of film that's a joy to watch.  ,1,campy sort film thats joy watch
There's barely a boring moment in the film and there are plenty of humorous parts.  ,1,there barely bore moment film plenty humorous part
The cast is always entertaining as usual.  ,1,cast always entertain usual
"Overall, a delight!  ",1,overall delight
"This movie is so mind-bendingly awful, it couldn't have even been created.  ",0,movie mindbendingly awful couldnt even create
The film lacks any real scares or tension & some of the medical terminology used throughout is a bit iffy to say the least & I say that as an insulin dependant diabetic myself.  ,0,film lack real scare tension medical terminology use throughout bit iffy say least say insulin dependant diabetic
The least said about the acting the better.  ,0,least say act better
This movie does an excellent job of revealing the complexity of the task and the incredible challenges facing South Africa.  ,1,movie excellent job reveal complexity task incredible challenge face south africa
I believe every one should see this movie as I think few people outside of South Africa understand its past and what is being attempted in the Truth and Reconciliation process.  ,1,believe every one see movie think people outside south africa understand past attempt truth reconciliation process
Nothing short of magnificent photography/cinematography in this film.  ,1,nothing short magnificent photographycinematography film
"The acting is fantastic, the stories are seamlessly woven together, and the dogs are splendid............. A must rent, view, or see.  ",1,act fantastic story seamlessly woven together dog splendid must rent view see
Don't be afraid of subtitles........ its worth a little aversion therapy 10/10  ,1,dont afraid subtitle worth little aversion therapy
Excellent performance.  ,1,excellent performance
There still are good actors around!  ,1,still good actor around
Also great directing and photography.  ,1,also great direct photography
"Very true to Shakespear, and a 'must' for all Shakespear fans.  ",1,true shakespear must shakespear fan
"Macbeth (Jason Connery) moved me to tears with his final monolog (out brief candle, out)He gave the sphere of moral decay and dark forces a human face, which makes it the more interesting.  ",1,macbeth jason connery move tear final monolog brief candle outhe give sphere moral decay dark force human face make interest
"Helen Baxendale is a very credible lady Macbeth who can be very cheerfull at times and sometimes she just looks like a naughty girl, but deadly in her taste for blood and evil.  ",1,helen baxendale credible lady macbeth cheerfull time sometimes look like naughty girl deadly taste blood evil
"If you love death and decay, and Shakespears lyrics... this is the one.  ",1,love death decay shakespears lyric one
"This is a witty and delightful adaptation of the Dr Seuss book, brilliantly animated by UPA's finest and thoroughly deserving of its Academy Award.  ",1,witty delightful adaptation dr seuss book brilliantly animate upas fine thoroughly deserve academy award
"Special mention should be made of the superb music score and sound effects, which are an integral element in helping to make this such a memorable and enjoyable cartoon.  ",1,special mention make superb music score sound effect integral element help make memorable enjoyable cartoon
"However Paul Schrader has indeed made a film ""about"" Mishima that is both superb & complex.  ",1,however paul schrader indeed make film mishima superb complex
Also notable is John Bailey's fine crisp beautifully colored cinematography and the great production design & costumes by Eiko Ishioka who went on to do the memorable costumes for Coppola's Dracula for which she received a well deserved Oscar.  ,1,also notable john bailey fine crisp beautifully color cinematography great production design costume eiko ishioka go memorable costume coppolas dracula receive well deserve oscar
"Even allowing for poor production values for the time (1971) and the format (some kind of mini-series), this is baaaaaad.  ",0,even allow poor production value time format kind miniseries baaaaaad
"Unless you're just out to visually ""collect"" all extant films of Austen's work, you can skip this one.  ",0,unless youre visually collect extant film austens work skip one
"If you do watch it, however, there are small consolations: The actresses playing Anne's sisters each do a wonderful job with their roles.  ",1,watch however small consolation actress play anne sister wonderful job role
It is not good.  ,0,good
"Speaking of the music, it is unbearably predictably and kitchy.  ",0,speak music unbearably predictably kitchy
Then the film just dropped the ball.  ,0,film drop ball
This is a stunning movie.  ,1,stun movie
Raw and sublimely moving.  ,1,raw sublimely move
"It felt like a very gripping, intelligent stage play (but without the overly theatrical feeling one actually gets from watching people on a stage) which plays on everyone's terror of a white lie escalating to monstrous consequences.  ",1,felt like grip intelligent stage play without overly theatrical feel one actually get watch people stage play everyones terror white lie escalate monstrous consequence
All of the main players are mesmerising.  ,1,main player mesmerise
Tom Wilkinson broke my heart at the end... and everyone else's judging by the amount of fumbling for hankies and hands going up to faces among males and females alike.  ,1,tom wilkinson break heart end everyone elses judge amount fumble hanky hand go face among male female alike
Julian Fellowes has triumphed again.  ,1,julian fellowes triumph
He's a national treasure.  ,1,he national treasure
GO AND SEE IT!  ,1,go see
This is an excellent film.  ,1,excellent film
The aerial scenes were well-done.  ,1,aerial scene welldone
It was also the right balance of war and love.  ,1,also right balance war love
"The film gives meaning to the phrase, ""Never in the history of human conflict has so much been owed by so many to so few.  ",1,film give mean phrase never history human conflict much owe many
Kris Kristoffersen is good in this movie and really makes a difference.  ,1,kris kristoffersen good movie really make difference
A good film by a great director!  ,1,good film great director
This is definitely one of the better documentaries I have seen looking at family relationships and marriage.  ,1,definitely one good documentary see look family relationship marriage
"There are many continuity errors: one other user commented on different cars in the garage, Joe's glasses...the one that got to me the most was the fact Joe's facial hair configuration seemed to change from scene to scene.  ",0,many continuity error one user comment different car garage joes glassesthe one get fact joes facial hair configuration seem change scene scene
This is just a great movie.  ,1,great movie
10 out of 10 stars.  ,1,star
I can't see how this movie can be an inspiration to anyone to come out or overcome fear and rejection.  ,0,cant see movie inspiration anyone come overcome fear rejection
It's so bad it's actually worth seeing just for that reason.  ,0,bad actually worth see reason
Punishment Park is a brilliant piece of cinema.  ,1,punishment park brilliant piece cinema
"Shot in the Southern California desert using his patent faux documentary style, Watkins creates a film like no other.  ",1,shot southern california desert use patent faux documentary style watkins create film like
This is one of Peter Watkins most accessible films.  ,1,one peter watkins accessible film
I advise you to look out for it.  ,1,advise look
You wont regret it!  ,1,wont regret
Highly recommended A+  ,1,highly recommended
Well... Just if you keep thinking how bad it is.  ,0,well keep thinking bad
"It's a mediocre, miserable, hollow, laughable and predictable piece of garbage.  ",0,mediocre miserable hollow laughable predictable piece garbage
It's a case of 'so bad it is laughable'.  ,0,case bad laughable
") very bad performance plays Angela Bennett, a computer expert who is at home all the time.  ",0,bad performance play angela bennett computer expert home time
"It is a film about nothing, just a pretext to show ridiculous action scenes.  ",0,film nothing pretext show ridiculous action scene
How awful she is!  ,0,awful
"But she is still a bad actress, repeating her robotic face moves in each of her pictures.  ",0,still bad actress repeat robotic face move picture
"The results, well, are a shame.  ",0,result well shame
DELETE this film from your mind!  ,0,delete film mind
One of the worst shows of all time.  ,0,one bad show time
The show would begin with smart ass ed comments to each other that would be totally off the wall and uncalled for.  ,0,show would begin smart as ed comment would totally wall uncalled
"The fat computer geek was unbelievable, the bible thumper, the bad-ass girl, who are these actors???  ",0,fat computer geek unbelievable bible thumper badass girl actor
Never heard of any of them except Cole who was totally unbelievable in the part.  ,0,never hear except cole totally unbelievable part
"Every time he opened his mouth you expect to hear, ""you see kids..."" Pulling the plug was a mercy killing for this horrible show.  ",0,every time open mouth expect hear see kid pull plug mercy kill horrible show
The stories were as unbelievable as the actors.  ,0,story unbelievable actor
Lame would be the best way to describe it.  ,0,lame would best way describe
"Stanwyck and Morgan are perfectly cast in what is, in many ways, a modern equivalent of Dickens' Christmas Carol in its sensibility.  ",1,stanwyck morgan perfectly cast many way modern equivalent dickens christmas carol sensibility
The success of the film depends on the casting of Sydney Greenstreet as the Alexander Yardley character.  ,1,success film depend cast sydney greenstreet alexander yardley character
The attractive set used throughout most of the film is an eye-pleasing gem.  ,1,attractive set use throughout film eyepleasing gem
"Im big fan of RPG games too, but this movie, its a disgrace to any self-respecting RPGer there is.  ",0,im big fan rpg game movie disgrace selfrespecting rpger
"The lines, the cuts, the audio, everything is wrong.  ",0,line cut audio everything wrong
You can find better movies at youtube.  ,0,find good movie youtube
"Top line: Don't waste your time and money on this one, its as bad as it comes.  ",0,top line dont waste time money one bad come
"A Lassie movie which should have been ""put to sleep"".... FOREVER.  ",0,lassie movie put sleep forever
That's how I'd describe this painfully dreary time-waster of a film.  ,0,thats id describe painfully dreary timewaster film
"So mediocre in every aspect that it just becomes a dull, uninteresting mess, this is one of the most forgettable movies I've seen.  ",0,mediocre every aspect become dull uninteresting mess one forgettable movie ive see
"It isn't even an achievement as a ""so-bad-it's-good"" or ""so-bad-it's-memorable"" movie.  ",0,isnt even achievement sobaditsgood sobaditsmemorable movie
"It's an empty, hollow shell of a movie.  ",0,empty hollow shell movie
"Seriously, it's not worth wasting your, or your kid's time on.  ",0,seriously worth waste kid time
"Avoid, avoid, avoid!  ",0,avoid avoid avoid
It will drive you barking mad!  ,0,drive barking mad
The transfers are very good.  ,1,transfer good
Very nice and relaxing late night viewing.  ,1,nice relax late night view
The movie is full of wonderful dancing (hence the title!  ,1,movie full wonderful dance hence title
") some great music, and terrific scenery.  ",1,great music terrific scenery
"It handles some tough issues with dignity and grace, and, of course, has (shocking spoiler here!  ",1,handle tough issue dignity grace course shock spoiler
") a happy, wonderful, feel good ending!  ",1,happy wonderful feel good end
"The point is the journey, a journey that touches every member of the family.  ",1,point journey journey touch every member family
It's one of the movies I need to see whenever it comes on TV...never mind the fact that I already have it memorized!  ,1,one movie need see whenever come tvnever mind fact already memorize
Nothing new there.  ,0,nothing new
That was done in the second movie.  ,0,do second movie
The movie has almost no action scenes in it and very little comedy.  ,0,movie almost action scene little comedy
The plot has more holes than a pair of fishnet stockings and the direction and editing is astonishingly ham fisted.  ,0,plot hole pair fishnet stocking direction edit astonishingly ham fisted
What on earth is Irons doing in this film?  ,0,earth iron film
I just saw this film and I recommend it.  ,1,saw film recommend
"It has a very good plot, it holds your complete attention, the acting is superb, Tom Wilkinson was fantastic and Emily Watson was also very good.  ",1,good plot hold complete attention act superb tom wilkinson fantastic emily watson also good
"A very good film indeed, about great and unconditional love.  ",1,good film indeed great unconditional love
"Tom Wilkinson's character is a man who is not prepared for the ordeal that is about to begin, but he takes the matter in hand as the story progresses, and this great actor gives a performance that makes you feel the character's anguish and suffering.  ",1,tom wilkinson character man prepared ordeal begin take matter hand story progress great actor give performance make feel character anguish suffer
"Emily Watson's character is very strong, and she has only to give a quick glance and you understand everything.  ",1,emily watson character strong give quick glance understand everything
"Despite the pans of reviewers, I liked this movie.  ",1,despite pan reviewer like movie
"In fact, I liked it better than Interview With a Vampire and I liked this Lestat (Stuart Townsend) better than Cruise's attempt.  ",1,fact like good interview vampire like lestat stuart townsend well cruise attempt
"Aailiyah was pretty good as Akasha, in places compelling (her first entrance and mini dance scene).  ",1,aailiyah pretty good akasha place compel first entrance mini dance scene
"I'm a big fan of this series mostly due to Anne Rice's style, sensitivities and treatments.  ",1,im big fan series mostly due anne rice style sensitivity treatment
I guess I liked the details of his dysfunction--he was believable.  ,1,guess like detail dysfunctionhe believable
The football scenes at the end were perplexing.  ,0,football scene end perplex
But I thought his acting was skilled.  ,1,think act skilled
Meredith M was better than all right.  ,1,meredith well right
A very charming film with wonderful sentiment and heart.  ,1,charm film wonderful sentiment heart
It is rare when a film-maker takes the time to tell a worthy moral tale with care and love that doesn't fall into the trap of being overly syrupy or over indulgent.  ,1,rare filmmaker take time tell worthy moral tale care love doesnt fall trap overly syrupy indulgent
Nine out of ten for a truly lovely film.  ,1,nine ten truly lovely film
This early film from future goremeister Lucio Fulci is a very good addition to the giallo sub-genre.  ,1,early film future goremeister lucio fulci good addition giallo subgenre
This is one of the best Italian thrillers of the early 70's.  ,1,one best italian thriller early
A standout scene.  ,1,standout scene
This scene is very strong and unpleasant.  ,0,scene strong unpleasant
"Technically, the film is well made with impressive camera-work, solid acting and effective music from Riz Ortolani  particularly good is a recurring unaccompanied female vocal that sounds like it's coming from a distant hill.  ",1,technically film well make impressive camerawork solid act effective music riz ortolani  particularly good recur unaccompanied female vocal sound like come distant hill
It's still wild stuff though and is highly recommended to fans of giallo cinema.  ,1,still wild stuff though highly recommended fan giallo cinema
The movie was very interesting from beginning to the end.  ,1,movie interest begin end
I liked the way Dustin Hoffman's character was ready to do just about everything to stay with his son.  ,1,liked way dustin hoffman character ready everything stay son
This movie is also revealing.  ,1,movie also reveal
"Personally, I think it shows that people should learn to find a compromise them self without involving other people into issue.  ",1,personally think show people learn find compromise self without involve people issue
And it was boring.  ,0,boring
"I am so tired of clichés that is just lazy writing, and here they come in thick and fast.  ",0,tired clichés lazy write come thick fast
PS the only scene in the movie that was cool is when the central character finds her room blown up.  ,1,ps scene movie cool central character find room blown
"It's a fresh, subtle, and rather sublime effect.  ",1,fresh subtle rather sublime effect
"An Italian reviewer called this ""a small, great film,"" and that's right.  ",1,italian reviewer call small great film thats right
"All the actors give a wonderful performance, especially Jennifer Rubin as Jamie Harris, who changes from the nervous starlet in the beginning through the strange events she is part of to the cool star.  ",1,actor give wonderful performance especially jennifer rubin jamie harris change nervous starlet begin strange event part cool star
"You learn a lot about the real inside emotions of people in this movie, and a lot about the movie business itself.  ",1,learn lot real inside emotion people movie lot movie business
"The movie in movie situations in the beginning and through the game that is played with her by the ""acting coach"" are fascinating.  ",1,movie movie situation begin game play act coach fascinating
Also the music by Mark Snow is possibly the best score I've ever heard.  ,1,also music mark snow possibly best score ive ever heard
You won't forget this movie!  ,1,wont forget movie
Why was this film made?  ,0,film make
The film has an ultra-cheap look to it.  ,0,film ultracheap look
The result is a film that just don't look right.  ,0,result film dont look right
None of them are engaging or exciting.  ,0,none engage excite
The plot is nonsense that doesn't interest in the slightest way or have any uniqueness to it.  ,0,plot nonsense doesnt interest slight way uniqueness
The Foreigner is not worth one second of your time.  ,0,foreigner worth one second time
"I saw it as a child on TV back in 1973, when it was ""The Stranger"" and I loved it.  ",1,saw child tv back stranger love
But the duet between the astronaut and his doctor at the beginning of the movie is a perfect exchange if one considers that this movie was made well into the Cold War and the astronaut's biggest fear is that he has crashed in the USSR.  ,1,duet astronaut doctor begin movie perfect exchange one considers movie make well cold war astronaut big fear crash ussr
This movie is so awesome!  ,1,movie awesome
"I loved it, it was really scary.  ",1,love really scary
I love the Scream movies and all horror movies and this one ranks way up there.  ,1,love scream movie horror movie one rank way
If you want a real scare rent this one!  ,1,want real scare rent one
10/10  ,1,
This is an extraordinary film.  ,1,extraordinary film
"As a courtroom drama, it's compelling, as an indictment on the American justice system, it's frightening.  ",1,courtroom drama compel indictment american justice system frighten
"This film highlights the fundamental flaws of the legal process, that it's not about discovering guilt or innocence, but rather, is about who presents better in court.  ",1,film highlight fundamental flaws legal process discover guilt innocence rather present well court
"The film is well paced, understated and one of the best courtroom documentaries I've seen.  ",1,film well pace understated one best courtroom documentary ive see
This mostly routine fact-based TV drama gets a boost from the fine performance by Cole.  ,1,mostly routine factbased tv drama get boost fine performance cole
"Predictable, but not a bad watch.  ",1,predictable bad watch
It was clear that she had the range and ability to pull off this part.  ,1,clear range ability pull part
She carries the movie well.  ,1,carry movie well
Constantine gives everything the right intensity and seems to have a good understanding of the underlying psychological motivations.  ,1,constantine give everything right intensity seem good understand underlying psychological motivation
"It is wonderful and inspiring to watch, and I hope that it gets released again on to video or DVD.  ",1,wonderful inspiring watch hope get release video dvd
"How this piece of trash was ever released is beyond me: the acting, the story, the characters, the supposedly special effects, etc...it's ALL wrong.  ",0,piece trash ever release beyond act story character supposedly special effect etcits wrong
"In fact, this stinker smells like a direct-to-video release.  ",0,fact stinker smell like directtovideo release
Avoid at ALL costs!  ,0,avoid cost
Star Trek V The final Frontier is the worst in the series.  ,0,star trek v final frontier bad series
"The acting from all involved and that includes those like Shatner and Nimoy is bad and washed out and making them seem as old as they look in real life, the special effects are tacky like when Spock has to rescue Kirk on a jet pack when he falls down from a mountain.  ",0,act involve include like shatner nimoy bad wash make seem old look real life special effect tacky like spock rescue kirk jet pack fall mountain
The attempts at humor were pitiful and story is so awful it dosen't bear thinking about which basically involves a Vulcan stealing the Enterprise to find god (seriously) I just didn't care about any of this film and oh not to mention Uhura does a belly dance to distract male guards.  ,0,attempt humor pitiful story awful dosent bear think basically involve vulcan steal enterprise find god seriously didnt care film oh mention uhura belly dance distract male guard
The only place good for this film is in the garbage.  ,0,place good film garbage
The worst one of the series.  ,0,bad one series
Editing: The editing of this film was phenomenal in my opinion.  ,1,edit edit film phenomenal opinion
"When a song could explain the emotions of the subjects better, such as when Jay Adams' unfortunate life was a subject of talk, the song Old Man by Neil Young was played, which evokes many emotions.  ",1,song could explain emotion subject well jay adam unfortunate life subject talk song old man neil young play evokes many emotion
Cinematography: The film was shot in an interesting way.  ,1,cinematography film shot interesting way
"Of course the footage from the 70s was grainy, but that only enhanced the film.  ",1,course footage grainy enhance film
This film offers many delights and surprises.  ,1,film offer many delight surprise
"When Achille and Philippa beautifully sing a duet from ""Don Giovanni"" that perfectly describes their situation in the movie, you appreciate the subtle layers of this excellent film.  ",1,achille philippa beautifully sing duet giovanni perfectly describe situation movie appreciate subtle layer excellent film
The story unfolds in 18th century Jutland and the use of period music played on period instruments is just one more fine touch.  ,1,story unfolds th century jutland use period music play period instrument one fine touch
You share General Loewenhielm's exquisite joy in his partaking of the Cailles en Sarcophage even though you are just watching a movie - but you do wish for just a small sample to savor.  ,1,share general loewenhielms exquisite joy partake cailles en sarcophage even though watch movie wish small sample savor
But this understated film leaves a lasting impression.  ,1,understated film leave last impression
The warmth it generates is in contrast to its austere backdrop.  ,1,warmth generate contrast austere backdrop
You will leave the theater wanting to go out and dance under the stars.  ,1,leave theater want go dance star
"The acting, as you'd expect from this cast, is top notch.  ",1,act youd expect cast top notch
"The characters are fleshed out surprisingly well, particularly Grimes and Blake, and all the actors deliver their sharply scripted lines with just the right amount of deadpan tongue in cheek to make the dialogue both hilarious and realistic.  ",1,character flesh surprisingly well particularly grime blake actor deliver sharply script line right amount deadpan tongue cheek make dialogue hilarious realistic
"Angus Scrimm also turns in a good performance in a somewhat brief but memorable role as the gently menacing, violin-playing anatomist Doctor Quinn.  ",1,angus scrimm also turn good performance somewhat brief memorable role gently menace violinplaying anatomist doctor quinn
Conclusion - I loved it.  ,1,conclusion love
It's a long time since I was so entertained by a movie.  ,1,long time since entertain movie
I struggle to find anything bad to say about it.  ,1,struggle find anything bad say
"Mark my words, this is one of those cult films like Evil Dead 2 or Phantasm that people will still be discovering and falling in love with 20, 30, 40 years down the line.  ",1,mark word one cult film like evil dead phantasm people still discover fall love year line
"It's pretty surprising that this wonderful film was made in 1949, as Hollywood generally had its collective heads in the sand concerning black and white issues at that time.  ",1,pretty surprising wonderful film make hollywood generally collective head sand concern black white issue time
"The film deserves strong kudos for taking this stand, for having exceptional acting from its mostly lesser-known cast and for the super-intelligent script that doesn't insult the audience or take the easy way out when it comes to white racism.  ",1,film deserve strong kudos take stand exceptional act mostly lesserknown cast superintelligent script doesnt insult audience take easy way come white racism
"Plus, with the movie's rather modest budget and fast running time, it does an amazing job!  ",1,plus movie rather modest budget fast run time amazing job
Juano Hernandez (an exceptional actor who played supporting roles in many films of the era) is a proud black man who is accused of murdering a white man in the South.  ,1,juano hernandez exceptional actor play support role many film era proud black man accuse murder white man south
Trumbull on I LOVE LUCY).  ,1,trumbull love lucy
See it with your kids if you have a chance--it will open up some amazing dialog about how far race relations have come in the last 50 years.  ,1,see kid chanceit open amaze dialog far race relation come last year
See both films if you can.  ,1,see film
"It was that year, however, that reminded us that Huston was still at the top of his game as evinced by his faithful adaptation of James Joyce's acclaimed novella ""The Dead.  ",1,year however remind u huston still top game evince faithful adaptation james joyce acclaim novella dead
"Feelings, thoughts...Gabriel's discomfort during the dance...all these intangibles leap to life and come within the viewer's grasp in Huston's portrayal.  ",1,feeling thoughtsgabriels discomfort danceall intangible leap life come within viewer grasp huston portrayal
Very disappointed and wondered how it could be in the Oscar shortlist.  ,0,disappoint wonder could oscar shortlist
It's very slow.  ,0,slow
Lot of holes in the plot: there's nothing about how he became the emperor; nothing about where he spend 20 years between his childhood and mature age.  ,0,lot hole plot there nothing become emperor nothing spend year childhood mature age
) Don't waste your time.  ,0,dont waste time
End of Days is one of the worst big-budget action movies I've ever seen.  ,0,end day one bad bigbudget action movie ive ever see
He surely doesn't know how to make a coherent action movie from the screenwriter of Air Force One who was only obliged to write the script just for a big sum of money.  ,0,surely doesnt know make coherent action movie screenwriter air force one oblige write script big sum money
This was one of the worst films i have ever seen.  ,0,one bad film ever see
I'm still trying to get over how bad it was.  ,0,im still try get bad
This movie is possibly one of the most creative works of horror ever.  ,1,movie possibly one creative work horror ever
"It has everything you could want... suspense, drama, comedy, confusing subplots, native americans, brain eating... If you're looking for the be-all, end-all of brainsucking movies, look no further.  ",1,everything could want suspense drama comedy confuse subplots native american brain eating youre look beall endall brainsucking movie look
